Employee_ID,Hire_Date,Age,Gender,Marital_Status,Region,Education_Level,Department,Employment_Type,Shift,Tenure_Years,Monthly_Salary_PHP,Performance_Score,Performance_Rating,Training_Hours_YTD,Absences_YTD,Overtime_Hours_Monthly,Distance_Office_KM,Job_Satisfaction_Score,Work_Life_Balance_Score,Num_Promotions,Prev_Companies,Attrition
EMP02932,2018-05-10,50,Male,Married,NCR,Bachelor,HR,Regular,Graveyard,23.6,44500,5,Outstanding,44,6,20,7,5.8,,8,2,0
EMP02151,2022-10-20,45,Female,Married,Region VI,High School,IT,Project-based,Night,8.8,42500,4.1,Exceeds Expectations,71,8,6,298,6.5,5.3,2,5,1
EMP03839,2018-01-05,28,Male,Single,Region IV-A,Vocational,Marketing,Contractual,Night,5.5,,2.7,Meets Expectations,43,16,15,45,3.1,7.2,0,1,1
EMP01117,2011-03-16,34,Female,Single,NCR,Vocational,Marketing,Contractual,Afternoon,5.4,34000,3.5,Exceeds Expectations,28,10,11,5,8.2,,1,3,1
EMP01741,2008-11-25,53,Female,Single,NCR,Vocational,Finance,Regular,Graveyard,30,55500,4.4,Exceeds Expectations,,10,14,4,5.8,2.5,8,0,0
EMP05831,2009-01-30,58,Male,Married,NCR,Bachelor,Marketing,Contractual,Morning,15.2,,4.9,Outstanding,65,150,30,12,6.6,5,5,2,0
EMP04676,2013-04-02,36,Male,Separated,Region IV-A,Bachelor,Sales,Regular,Afternoon,8.5,28500,3.3,Meets Expectations,21,10,18,25,5.2,5.5,1,1,0
EMP01831,2019-02-01,58,Female,Widowed,Region III,Vocational,Operations,Contractual,Graveyard,11.3,28500,3.8,Exceeds Expectations,61,9,31,26,3.6,2.2,3,3,1
EMP01120,2013-07-13,39,Male,Single,Region III,Master,HR,Regular,Afternoon,15.4,47500,1,Needs Improvement,32,14,3,80,2.2,,1,4,1
EMP05804,2017-01-17,26,Female,Married,NCR,Vocational,Operations,Regular,Graveyard,5.2,30500,2.7,Meets Expectations,51,10,35,10,4.4,1,1,1,1
EMP05763,2008-11-05,58,Female,Single,Region IV-A,High School,Marketing,Project-based,Morning,11.6,38000,1,Needs Improvement,24,15,12,,2,2.9,1,0,1
EMP01636,2011-07-27,41,Male,Separated,Region VI,Master,Finance,Regular,Afternoon,20.3,67500,4.1,Exceeds Expectations,32,9,31,329,4.8,2.3,5,6,0
EMP05466,2020-09-15,38,Female,Separated,NCR,Bachelor,Sales,Regular,Night,10.5,29500,,Outstanding,42,6,6,13,4.5,4.8,3,1,0
EMP05365,2022-04-25,46,Male,Married,NCR,High School,Operations,Regular,Night,15.6,32500,2.5,Meets Expectations,35,13,29,14,1.6,5,2,0,1
EMP05143,2008-08-28,38,Female,Single,Region XI,Bachelor,Operations,Contractual,Afternoon,6,29500,4.1,Exceeds Expectations,59,16,10,426,6.2,5.1,3,6,1
EMP01992,2009-08-06,37,Female,Widowed,Region III,Bachelor,IT,Regular,Morning,21.5,62500,5,Outstanding,27,7,21,68,7,5.4,7,1,0
EMP01877,2015-11-22,32,Female,Married,Region VII,Bachelor,IT,Regular,Graveyard,13.1,51500,3.9,Exceeds Expectations,54,9,6,342,6.3,3.5,3,2,0
EMP01005,2013-06-29,28,Female,Married,Region IV-A,Bachelor,Operations,Regular,Afternoon,10.4,34000,3.7,Exceeds Expectations,31,10,28,56,8.1,5.6,2,1,0
EMP04052,2010-05-26,42,Male,Single,Region III,Bachelor,Finance,Contractual,Morning,10.7,51000,4.2,Exceeds Expectations,47,7,23,,6.5,4.7,3,1,1
EMP04125,2020-09-16,33,Male,Single,Region IV-A,Vocational,Marketing,Regular,Morning,12.5,41500,3.4,Meets Expectations,38,12,13,37,6.6,5.3,3,0,1
EMP03661,2011-12-08,38,Male,Married,NCR,Bachelor,Finance,Regular,Graveyard,17.2,54500,4.7,Outstanding,33,9,13,9,6.5,3.5,5,1,0
EMP03492,2021-11-24,41,Male,Separated,CAR,Vocational,Operations,Regular,Morning,13.5,32500,4.3,Exceeds Expectations,43,7,22,300,3.5,6.1,4,1,0
EMP04855,2019-09-24,58,Female,Single,NCR,Bachelor,IT,Regular,Morning,30,75000,4.3,Exceeds Expectations,40,7,14,7,2.9,6.8,8,0,0
EMP02716,2021-11-11,49,Male,Single,Region VII,Bachelor,Compliance,Project-based,Morning,9.2,41500,3.2,Meets Expectations,41,16,19,277,4.6,5,2,2,1
EMP02149,2021-03-01,56,Female,Single,NCR,Master,Customer Service,Regular,Graveyard,26.9,56500,5,Outstanding,55,6,22,10,4.6,2.4,8,1,0
EMP04262,2015-01-17,42,Male,Separated,NCR,Bachelor,Finance,Regular,Morning,26.7,62500,4.9,Outstanding,56,9,18,6,,5.6,8,0,0
EMP01575,2011-10-22,33,Female,Married,NCR,Master,Customer Service,Regular,Graveyard,11.6,48500,2.8,Meets Expectations,49,13,16,6,3.4,6.1,2,1,1
EMP04770,2013-05-28,32,Male,Single,NCR,Vocational,Operations,Contractual,Afternoon,4.2,26500,5,Outstanding,57,18,41,11,4.7,,1,1,1
EMP04737,2021-03-22,49,Male,Single,Region IV-A,Master,IT,Regular,Graveyard,25.3,73500,,Meets Expectations,40,9,14,47,4.2,5.4,5,0,1
EMP05147,2019-11-16,58,Male,Separated,NCR,Bachelor,Operations,Regular,Night,23.7,41500,3.8,Exceeds Expectations,47,9,35,13,5.5,4.5,6,4,0
EMP01854,2018-09-05,58,Female,Single,Region VII,Master,Customer Service,Project-based,Graveyard,14.4,55000,4.7,Outstanding,48,7,32,298,3.5,4.8,4,1,1
EMP02983,2014-06-08,45,Female,Widowed,NCR,Bachelor,Finance,Project-based,Night,11.8,49000,1.1,Needs Improvement,,13,23,7,1.3,5.2,1,1,1
EMP03775,2009-01-06,42,Male,Separated,Region IV-A,Bachelor,HR,Project-based,Graveyard,7.2,33500,2.9,Meets Expectations,58,11,5,45,1,4.5,1,2,1
EMP02167,2020-10-28,58,Male,Single,Region I,High School,Customer Service,Regular,Afternoon,28.8,41500,3.6,Exceeds Expectations,40,9,17,273,5.8,7.5,6,2,0
EMP01972,2011-07-10,58,Male,Single,Region XI,Master,Customer Service,Regular,Night,30,67000,4.6,Outstanding,54,6,30,449,5.8,6.2,8,3,0
EMP03702,2023-10-12,58,Female,Married,Region VI,Bachelor,Compliance,Regular,Night,30,64000,4.2,Exceeds Expectations,30,10,29,384,1.2,3.1,8,4,0
EMP05496,2015-06-08,48,Female,Widowed,Region III,Bachelor,IT,Regular,Night,27.4,70000,3,Meets Expectations,21,13,14,,3.8,2.7,5,1,1
EMP04848,2023-11-17,29,Female,Single,Region III,Bachelor,HR,Contractual,Night,4.1,29000,1,Needs Improvement,28,16,23,40,3.1,5.5,0,0,1
EMP03369,2015-05-06,42,Male,Single,Region IV-A,Bachelor,Sales,Contractual,Graveyard,6,29000,1,Needs Improvement,6,13,5,20,2.6,1.5,0,2,1
EMP05116,2016-08-03,42,Female,Married,NCR,Bachelor,Sales,Regular,Morning,12.2,31000,2.9,Meets Expectations,31,13,3,12,2.9,4.9,2,2,1
EMP05132,2015-09-19,37,Female,Single,Region VI,Bachelor,Operations,Contractual,Graveyard,4.9,27500,4.1,Exceeds Expectations,43,8,30,177,3.6,2.2,1,1,1
EMP03951,2015-03-19,37,Female,Single,NCR,Bachelor,Customer Service,Contractual,Afternoon,6.4,28000,3.3,Meets Expectations,,15,10,13,4.2,4.6,1,3,1
EMP01525,2023-05-28,58,Female,Married,Region XI,Bachelor,Customer Service,Regular,Night,30,50500,,Exceeds Expectations,50,11,22,500,1.8,3.2,7,5,0
EMP03456,2021-10-29,47,Female,Single,Region VII,Vocational,Operations,Regular,Night,20.3,,4.5,Exceeds Expectations,52,10,32,304,6.8,7,6,1,0
EMP02842,2010-02-13,58,Male,Married,NCR,Bachelor,Finance,Contractual,Night,18.3,57500,3.4,Meets Expectations,36,18,14,6,,6,4,4,1
EMP01538,2019-05-17,28,Female,Single,Region IV-A,Vocational,Operations,Contractual,Afternoon,3.2,22000,3.4,Meets Expectations,36,9,27,61,2.8,5.3,0,3,1
EMP03807,2016-10-24,29,Female,Single,NCR,Bachelor,Marketing,Regular,Afternoon,7.8,39500,4.1,Exceeds Expectations,56,7,5,4,5.9,4.1,2,3,0
EMP05342,2013-04-29,38,Female,Married,CAR,Vocational,Operations,Contractual,Morning,6.3,31000,4.1,Exceeds Expectations,36,9,40,153,6.3,3.1,2,2,1
EMP04176,2015-02-07,41,Male,Single,Region IV-A,Bachelor,OPERATIONS,Project-based,Afternoon,5.3,26000,3.5,Exceeds Expectations,54,8,21,54,4.6,6.4,1,3,1
EMP01785,2020-09-10,47,Male,Married,NCR,Bachelor,Operations,Contractual,Night,10.1,36500,3.1,Meets Expectations,23,-5,23,5,5.4,4.2,2,0,1
EMP05058,2008-04-07,50,Male,Single,NCR,Master,Operations,Regular,Morning,17.6,50500,4.3,Exceeds Expectations,46,11,7,12,5.1,6.5,5,0,0
EMP02410,2018-12-22,58,Female,Single,Region IV-A,Bachelor,Customer Service,Project-based,Afternoon,13.7,41500,4.4,Exceeds Expectations,65,7,17,21,4.3,6,4,2,1
EMP03538,2018-11-10,44,Male,Single,Region III,Bachelor,Operations,Contractual,Night,7.2,30500,4.4,Exceeds Expectations,37,6,22,70,6,1.1,2,6,1
EMP01155,2013-12-25,45,Female,Married,Region IV-A,Master,Compliance,Regular,Morning,20.5,,3.1,Meets Expectations,37,10,11,39,2.5,,4,1,0
EMP04010,2008-10-04,45,Male,Single,NCR,Vocational,Operations,Regular,Graveyard,18.5,31000,4.5,Outstanding,57,6,20,6,6,4.5,5,4,0
EMP02687,2016-07-11,58,Male,Single,Region VI,High School,Customer Service,Regular,Morning,30,42500,4.3,Exceeds Expectations,36,7,18,153,3.7,4.2,8,1,0
EMP03902,2009-04-17,36,Male,Married,Region VII,Bachelor,Marketing,Regular,Night,12.1,46000,3.9,Exceeds Expectations,53,8,5,236,4.8,7.1,3,2,1
EMP05975,2023-10-20,36,Female,Married,Region III,High School,Sales,Contractual,Graveyard,4.3,29000,2.9,Meets Expectations,43,14,23,50,4.3,5.9,1,0,1
EMP04864,2015-07-07,47,Female,Married,NCR,Master,Sales,Regular,Morning,13.9,48500,1.4,Needs Improvement,23,18,0,14,1,6.2,1,0,1
EMP03734,2009-10-01,34,Female,Married,NCR,Vocational,Compliance,Regular,Morning,10.1,43000,2.9,Meets Expectations,31,18,22,12,2.2,4.1,2,2,1
EMP02896,2019-05-21,45,Female,Married,NCR,Bachelor,Marketing,Contractual,Night,11.4,51000,4,Exceeds Expectations,38,9,10,11,3.2,,3,0,0
EMP01570,2017-12-01,31,Female,Married,Region VII,Bachelor,Sales,Regular,Afternoon,6.9,30000,5,Outstanding,40,8,24,108,,4.6,2,0,0
EMP02817,2022-06-29,31,Male,Married,Region IV-A,Bachelor,Sales,Regular,Morning,6.4,27500,3,Meets Expectations,24,11,32,52,4.2,3.3,1,3,0
EMP03066,2022-06-01,58,Female,Married,Region III,Bachelor,Marketing,Regular,Morning,27.8,62500,3.9,Exceeds Expectations,38,21,16,28,7.5,4.3,7,1,0
EMP01128,2016-02-13,53,Male,Single,Region III,Master,Customer Service,Regular,Morning,26.9,58000,4.5,Exceeds Expectations,47,11,22,38,6.8,6.2,8,1,0
EMP04395,2019-07-29,46,Female,Single,NCR,High School,Customer Service,Regular,Night,19.2,32000,1,Needs Improvement,10,17,30,7,,6,1,1,1
EMP04328,2011-09-24,30,Female,Single,NCR,Bachelor,Finance,Regular,Night,9.4,45000,2.9,Meets Expectations,37,14,17,7,2.5,5.4,2,0,1
EMP02173,2018-08-10,50,Male,Married,NCR,Master,IT,Contractual,Morning,13.2,63500,4.9,Outstanding,69,7,12,5,6.2,4.6,4,0,1
EMP03976,2013-11-06,44,Male,Married,Region XI,Bachelor,Operations,Regular,Graveyard,16.3,35000,,Exceeds Expectations,56,12,23,500,4.3,6.5,4,1,0
EMP01981,2023-06-18,58,Female,Married,Region III,Bachelor,Sales,Contractual,Graveyard,11.6,35000,3.7,Exceeds Expectations,43,11,21,30,6.5,4.7,3,1,1
EMP03301,2022-10-10,33,Male,Single,NCR,Master,Marketing,Regular,Morning,9.8,51000,3.6,Exceeds Expectations,,10,26,6,6.3,5.8,2,0,0
EMP01191,2020-09-21,49,Male,Single,CAR,Bachelor,Operations,Project-based,Morning,7.3,29500,3.8,Exceeds Expectations,45,9,28,325,4,5.9,1,1,1
EMP02140,2009-07-25,43,Female,Married,NCR,PhD,HR,Regular,Morning,17.7,72000,3,Meets Expectations,35,11,20,11,2.8,6.3,3,4,0
EMP01700,2023-03-26,58,Male,Married,Region VII,Bachelor,Finance,Regular,Night,30,63000,4.9,Outstanding,67,6,15,290,6.8,4.1,8,2,0
EMP05805,2008-06-05,34,Female,Widowed,NCR,High School,Customer Service,Regular,Night,10.7,23500,2.9,Meets Expectations,41,10,12,7,4.6,2.9,2,0,0
EMP01607,2011-04-23,51,Female,Separated,Region I,Bachelor,Operations,Contractual,Morning,9.8,35500,2.5,Meets Expectations,26,18,41,177,5,3.7,2,3,1
EMP05277,2023-07-19,42,Male,Married,NCR,Vocational,Sales,Project-based,Afternoon,5.2,24500,3.9,Exceeds Expectations,48,8,17,14,5.3,3.6,1,0,1
EMP01302,2016-07-01,58,Male,Single,Region III,Master,HR,Regular,Morning,28.2,62500,3.7,Exceeds Expectations,33,9,9,58,4.4,6.2,7,1,0
EMP04421,2012-10-25,53,Female,Married,Region XI,Master,Marketing,Regular,Afternoon,30,81000,5,Outstanding,56,6,4,421,6.9,5.4,8,3,0
EMP05845,2023-05-19,46,Male,Single,NCR,Master,Operations,Contractual,Morning,7.9,38500,1,Needs Improvement,26,14,37,10,4.1,,1,0,1
EMP02061,2015-03-15,52,Male,Single,Region III,Master,Customer Service,Regular,Afternoon,25.2,49000,3.7,Exceeds Expectations,41,9,17,81,3.3,5.8,6,0,0
EMP03566,2014-07-07,37,Female,Single,NCR,Master,Sales,Contractual,Night,5.4,47500,3.5,Exceeds Expectations,37,9,21,10,4.2,4.6,1,1,0
EMP01702,2011-09-14,49,Male,Widowed,NCR,Bachelor,Operations,Regular,Afternoon,16.9,47500,2.6,Meets Expectations,43,12,29,9,3.5,4.9,3,0,0
EMP02070,2022-11-10,58,Male,Married,CAR,Bachelor,Sales,Regular,Night,22.7,41500,3.3,Meets Expectations,47,9,18,131,6.4,6.6,6,0,0
EMP03525,2015-01-14,43,Male,Single,NCR,High School,Marketing,Regular,Night,16.9,40500,3.3,Meets Expectations,40,9,24,8,3.5,1.7,3,2,0
EMP03206,2023-12-31,38,Male,Separated,Region IV-A,High School,Customer Service,Regular,Morning,14.2,32000,5,Outstanding,32,5,20,46,5.3,1.7,4,3,1
EMP02244,2023-04-17,40,Female,Widowed,Region VII,Bachelor,Customer Service,Regular,Afternoon,14.6,40500,4.4,Exceeds Expectations,49,8,14,234,6.1,5.8,5,0,0
EMP01017,2012-11-26,26,Male,Single,CAR,High School,Sales,Regular,Night,3.1,22000,2.8,Meets Expectations,,13,13,305,3.2,6.8,0,7,1
EMP04121,2014-09-17,36,Male,Separated,Region III,Bachelor,Sales,Contractual,Night,4.3,39500,4.3,Exceeds Expectations,59,8,32,38,5.6,3.7,1,1,1
EMP05643,2022-09-18,58,Male,Married,Region III,Master,Customer Service,Regular,Morning,29.5,0,3,Meets Expectations,44,16,9,32,6.1,2.4,5,0,0
EMP01816,2021-04-15,48,Male,Single,Region III,Bachelor,Finance,Contractual,Night,15.6,59500,3.9,Exceeds Expectations,54,10,16,49,3.4,4.9,4,4,1
EMP04068,2020-09-02,39,Male,Married,Region IV-A,Bachelor,Compliance,Contractual,Morning,7.5,45000,4.4,Exceeds Expectations,,9,24,57,3.9,5.6,3,6,1
EMP05809,2012-09-26,47,Female,Separated,Region I,Bachelor,Operations,Contractual,Afternoon,8.1,33500,3.4,Meets Expectations,35,10,19,110,7.9,3.4,2,0,0
EMP01960,2014-11-06,58,Female,Married,Region VII,Master,Marketing,Regular,Afternoon,27.5,59000,,Exceeds Expectations,46,10,20,251,4.7,4.4,7,0,0
EMP01226,2021-03-12,58,Male,Single,Region VI,Bachelor,Operations,Regular,Afternoon,21.9,35500,2.6,Meets Expectations,42,12,34,320,4.2,3.1,3,1,1
EMP04355,2023-03-29,48,Male,Married,Region XI,High School,Operations,Regular,Morning,18.4,31500,3.6,Exceeds Expectations,,10,13,362,,7.2,4,2,0
EMP03486,2009-02-24,39,Female,Married,Region IV-A,Vocational,Compliance,Regular,Night,17.1,,3.4,Meets Expectations,47,10,10,56,4.4,4.5,4,0,1
EMP01563,2017-08-22,55,Male,Single,NCR,Vocational,Operations,Contractual,Afternoon,11,,4.5,Exceeds Expectations,,12,30,6,6.3,6,3,1,0
EMP04437,2018-12-23,37,Female,Single,NCR,Bachelor,Operations,Regular,Morning,9.8,38000,4.1,Exceeds Expectations,59,12,27,4,6.1,4.3,2,0,0
EMP02694,2015-12-11,58,Female,Married,NCR,Master,Operations,Regular,Afternoon,22.3,56000,3.8,Exceeds Expectations,38,8,23,13,,5.6,5,0,0
EMP02046,2018-07-21,42,Female,Married,Region IV-A,Bachelor,IT,Contractual,Night,8.9,47500,3.6,Exceeds Expectations,50,9,1,42,5.6,4.5,2,0,1
EMP04447,2015-10-21,58,Female,Single,Region XI,Bachelor,Marketing,Regular,Afternoon,29,62500,3.3,Meets Expectations,19,12,19,500,3,4.5,6,1,1
EMP05566,2011-12-25,46,Male,Single,NCR,Vocational,Customer Service,Project-based,Morning,8.2,24000,5,Outstanding,68,7,30,13,7.9,2.8,2,1,1
EMP01955,2018-02-07,31,Male,Married,NCR,Master,Sales,Regular,Afternoon,8,42500,3.6,Exceeds Expectations,36,8,31,6,3.1,4.8,1,2,1
EMP05711,2022-03-24,44,Male,Married,Region VII,Bachelor,Sales,Regular,Afternoon,13.5,46500,4.7,Outstanding,61,13,26,215,2.4,3.6,4,1,0
EMP03736,2010-07-08,40,Female,Separated,Region IV-A,Bachelor,Marketing,Regular,Morning,15.7,41500,4.8,Outstanding,38,11,10,25,6.4,3.4,5,1,0
EMP05929,2010-01-31,48,Female,Married,Region III,Vocational,Marketing,Project-based,Night,8.4,40000,3.4,Meets Expectations,27,10,19,72,4.6,6.3,2,0,1
EMP05736,2009-10-24,58,Female,Single,Region IV-A,High School,Operations,Regular,Morning,21.9,34500,3,Meets Expectations,42,12,26,22,4.6,4,4,1,1
EMP05848,2014-10-02,58,Male,Married,NCR,PhD,Operations,Regular,Morning,25.2,73000,2.7,Meets Expectations,39,10,25,10,4.3,2.6,5,2,0
EMP02219,2014-06-12,36,Male,Single,Region III,Bachelor,IT,Project-based,Graveyard,5.8,47000,2.7,Meets Expectations,31,12,11,38,5,2.8,1,3,1
EMP02528,2017-08-25,31,Female,Married,CAR,Master,Sales,Contractual,Graveyard,3.2,44500,1,Needs Improvement,,17,6,417,1,1.1,0,1,1
EMP04988,2020-09-25,44,Female,Widowed,Region III,Bachelor,Finance,Regular,Night,22.7,60500,2.6,Meets Expectations,20,16,12,55,,5,4,0,1
EMP02301,2021-08-07,58,Female,Single,Region III,Bachelor,Operations,Regular,Afternoon,26.9,46500,2.9,Meets Expectations,39,12,22,66,3.2,4.6,5,0,0
EMP05917,2010-02-17,56,Male,Separated,Region VII,Master,Sales,Regular,Night,19.1,56000,4.9,Outstanding,52,10,15,185,7,5.7,6,4,0
EMP01161,2011-07-19,41,Female,Single,Region III,Bachelor,Sales,Regular,Night,11.3,33500,4,Exceeds Expectations,45,8,15,64,6.1,9.1,3,6,0
EMP05068,2009-11-19,36,Female,Married,Region I,Bachelor,Compliance,Regular,Afternoon,13,51500,4.6,Outstanding,64,7,26,283,6.2,5.1,4,3,0
EMP01957,2014-09-01,58,Male,Single,NCR,Bachelor,Finance,Contractual,Night,18.4,52500,1,Needs Improvement,7,14,33,12,1.4,5.8,1,0,1
EMP04792,2008-04-22,31,Male,Married,Region IV-A,Bachelor,Operations,Contractual,Afternoon,3.3,30500,3.3,Meets Expectations,13,10,26,,,6.8,1,2,1
EMP04235,2022-01-07,46,Male,Married,Region VII,Bachelor,Sales,Regular,Night,13.2,30000,1,Needs Improvement,24,17,15,341,1,4.3,1,0,1
EMP03870,2014-03-04,33,Male,Widowed,Region I,Bachelor,Sales,Regular,Morning,8.5,34000,2.9,Meets Expectations,27,10,19,280,3.6,7.6,1,7,1
EMP04778,2015-02-05,34,Male,Married,NCR,Bachelor,HR,Contractual,Afternoon,5.9,35000,2.7,Meets Expectations,39,10,16,12,7.2,4.2,1,1,0
EMP05434,2010-10-30,41,Male,Married,Region I,Master,Customer Service,Regular,Afternoon,17.7,52500,2.5,Meets Expectations,29,11,31,147,4,4,3,1,0
EMP03962,2019-02-25,53,Male,Married,Region III,High School,Sales,Regular,Graveyard,16.6,,1.4,Needs Improvement,32,14,10,71,1.8,6.3,2,1,1
EMP03201,2010-10-01,50,Male,Separated,Region III,Bachelor,Compliance,Regular,Morning,23.6,57000,3.1,Meets Expectations,59,9,16,38,6.2,5.4,5,2,0
EMP01099,2023-05-10,34,Female,Separated,Region IV-A,Bachelor,Operations,Contractual,Graveyard,4.2,33500,3,Meets Expectations,33,13,29,23,1.5,4.7,1,3,1
EMP03558,2010-09-25,42,Female,Single,Region IV-A,Bachelor,Sales,Regular,Night,12.8,40500,1,Needs Improvement,13,29,29,28,1,3.6,0,2,1
EMP04184,2014-01-18,56,Female,Married,NCR,Vocational,Operations,Regular,Morning,21.3,40500,2.6,Meets Expectations,28,10,38,9,2.9,4.3,4,1,1
EMP01254,2017-02-16,36,Male,Married,Region IV-A,Bachelor,Sales,Contractual,Afternoon,4.1,28000,3.2,Meets Expectations,34,9,20,54,4.2,6.1,1,1,0
EMP04924,2018-06-07,42,Female,Married,Region VII,Vocational,Sales,Regular,Graveyard,14.1,26500,4.4,Exceeds Expectations,51,7,21,247,1.9,4.8,4,0,1
EMP05200,2011-12-24,30,Female,Single,Region VII,Bachelor,IT,Regular,Graveyard,10.5,54500,5,Outstanding,44,9,19,272,4.3,1,3,1,1
EMP02446,2012-08-08,40,Female,Single,Region VI,Master,Operations,Project-based,Afternoon,4.8,,3.6,Exceeds Expectations,48,16,23,266,2.3,3.7,1,1,1
EMP02649,2018-11-22,51,Female,Married,NCR,High School,Marketing,Regular,Graveyard,25.8,47500,3.1,Meets Expectations,35,15,16,14,5.9,5.6,6,2,0
EMP05683,2022-10-01,57,Male,Married,Region IV-A,Bachelor,Customer Service,Contractual,Graveyard,14.1,33000,4.1,Exceeds Expectations,48,10,20,46,5,3.9,3,4,1
EMP05724,2017-04-07,44,Female,Single,NCR,Bachelor,Sales,Regular,Afternoon,14,34500,,Meets Expectations,31,12,23,5,1.5,6.4,2,1,0
EMP04992,2010-12-06,41,Male,Single,Region I,Bachelor,Operations,Regular,Afternoon,12.2,31000,4.4,Exceeds Expectations,56,9,8,196,,6.1,4,1,0
EMP02697,2008-12-12,43,Female,Single,NCR,Bachelor,Operations,Contractual,Afternoon,6.7,37000,1,Needs Improvement,0,14,24,12,1,5.5,0,1,1
EMP04192,2020-06-10,58,Male,Married,Region III,Bachelor,Customer Service,Contractual,Morning,14,38500,2.7,Meets Expectations,17,11,30,29,1.9,3.6,4,1,0
EMP05500,2018-08-28,36,Male,Single,NCR,Bachelor,Sales,Contractual,Night,4.4,23500,5,Outstanding,51,5,0,12,9.6,8.3,1,3,1
EMP02155,2020-01-30,39,Male,Married,NCR,Master,IT,Regular,Morning,16.9,71500,2.9,Meets Expectations,,15,12,13,3.4,6.8,3,2,0
EMP03256,2018-02-03,31,Female,Married,CAR,Bachelor,HR,Contractual,Morning,4.6,30000,5,Outstanding,48,6,20,298,5.5,4.3,1,3,1
EMP02683,2019-02-26,40,Female,Married,NCR,Bachelor,IT,Regular,Night,16.7,62000,3.9,Exceeds Expectations,38,9,7,9,8.1,3.3,4,1,0
EMP04171,2016-07-09,36,Female,Married,NCR,Bachelor,IT,Contractual,Night,6.6,44500,1.3,Needs Improvement,,19,5,10,1.3,5.6,0,0,1
EMP03057,2022-02-02,45,Female,Single,NCR,Master,Finance,Regular,Morning,26,70000,5,Outstanding,48,8,15,11,4.6,3.7,8,1,1
EMP05091,2016-08-01,58,Female,Single,Region XI,Master,Marketing,Regular,Morning,27.9,74000,4.1,Exceeds Expectations,26,10,14,233,3.9,3.7,7,3,0
EMP04109,2020-08-21,58,Female,Single,NCR,Master,HR,Regular,Night,28.6,58000,1,Needs Improvement,32,20,25,14,3.2,6.4,2,0,0
EMP05549,2016-01-31,58,Female,Single,NCR,Bachelor,IT,Project-based,Graveyard,14.4,58500,1,Needs Improvement,30,18,21,8,1.6,3.4,2,1,1
EMP04724,2015-11-16,43,Male,Married,Region XI,Vocational,Operations,Contractual,Graveyard,7.1,28000,3.2,Meets Expectations,34,15,37,495,4.8,2.2,1,4,1
EMP03050,2013-09-08,28,Female,Married,CAR,Vocational,Operations,Regular,Morning,5.4,23500,3,Meets Expectations,22,11,12,,6.4,5.9,1,0,1
EMP04644,2009-01-11,30,Male,Married,Region III,Bachelor,Finance,Regular,Afternoon,19.5,54500,3.9,Exceeds Expectations,44,8,16,55,5.8,4.5,5,2,0
EMP05953,2020-10-04,58,Male,Married,Region III,Master,Sales,Contractual,Morning,9.9,,3.4,Meets Expectations,50,11,20,78,4.6,3.8,2,3,1
EMP01624,2018-06-03,58,Female,Single,Region III,Master,Finance,Contractual,Night,18.6,72000,,Needs Improvement,2,20,6,45,,6.7,1,0,1
EMP01263,2018-06-22,36,Female,Married,NCR,Bachelor,Operations,Regular,Afternoon,9.9,40000,4.5,Exceeds Expectations,48,8,28,13,5.8,5.2,3,2,1
EMP04370,2014-12-30,35,Male,Single,Region III,Bachelor,IT,Contractual,Night,6.8,51000,3.3,Meets Expectations,45,18,18,42,2.6,4.7,1,0,1
EMP05062,2012-06-11,36,Female,Married,NCR,Master,Operations,Contractual,Night,4.8,40000,3,Meets Expectations,16,17,23,12,2.9,3.3,1,2,1
EMP02803,2020-10-27,58,Male,Single,Region VI,Bachelor,Sales,Contractual,Afternoon,10.7,37500,3.3,Meets Expectations,34,14,17,154,4.9,3.9,2,1,1
EMP05737,2018-12-08,43,Female,Single,NCR,High School,Finance,Regular,Afternoon,21.9,48500,1.4,Needs Improvement,0,13,11,5,1,8.3,2,1,0
EMP01749,2010-10-31,58,Female,Separated,Region VI,Bachelor,Customer Service,Regular,Afternoon,28.3,42000,3.5,Meets Expectations,25,18,8,128,5.5,3.9,6,1,1
EMP03386,2012-10-28,38,Male,Married,NCR,Vocational,HR,Contractual,Morning,6.8,26000,4.2,Exceeds Expectations,31,7,26,9,7,5.6,2,2,0
EMP02960,2010-01-21,58,Female,Single,NCR,Master,Marketing,Project-based,Graveyard,12.1,56000,4.4,Exceeds Expectations,36,10,11,6,5.3,2.8,4,1,1
EMP03977,2020-05-29,33,Female,Single,CAR,High School,Customer Service,Regular,Night,13,33000,4.3,Exceeds Expectations,48,12,25,413,5.3,4.4,4,0,0
EMP01489,2014-04-01,44,Female,Single,Region III,Bachelor,Compliance,Regular,Night,18.6,57000,5,Outstanding,52,5,20,70,4.8,5.5,6,2,1
EMP02844,2023-03-20,25,Male,Single,NCR,Bachelor,IT,Contractual,Morning,2.3,46000,2.6,Meets Expectations,12,25,23,7,2,5.8,0,1,1
EMP02735,2009-09-17,34,Male,Separated,Region IV-A,Bachelor,Operations,Contractual,Afternoon,4.4,25000,4.1,Exceeds Expectations,46,8,26,45,6.7,5.2,1,2,1
EMP03912,2012-07-23,50,Male,Married,Region III,Master,Operations,Regular,Afternoon,17.8,51000,1,Needs Improvement,22,14,19,80,1,5.2,1,2,1
EMP04220,2014-10-02,54,Female,Married,Region III,Bachelor,Marketing,Contractual,Night,12.4,45000,4.4,Exceeds Expectations,35,7,4,48,,7.9,3,3,1
